EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 15-08-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : maximum temperature in 0.1 &#176;C
30-34 Q_TX : Quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 100922) of UNITED KINGDOM, RADCLIFFE METEOROLOGICAL STATION OXFORD (STAID: 274)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   TX, Q_TX
   274,100922,18150422,   86,    0
   274,100922,18150423,   94,    0
   274,100922,18150424,  108,    0
   274,100922,18150425,  117,    0
   274,100922,18150426,  122,    0
   274,100922,18150427,  144,    0
   274,100922,18150428,   89,    0
   274,100922,18150429,  161,    0
   274,100922,18150430,  200,    0
   274,100922,18150501,  200,    0
   274,100922,18150502,  181,    0
   274,100922,18150503,  194,    0
   274,100922,18150504,  197,    0
   274,100922,18150505,  178,    0
   274,100922,18150506,  169,    0
   274,100922,18150507,  183,    0
   274,100922,18150508,  181,    0
   274,100922,18150509,  194,    0
   274,100922,18150510,  200,    0
   274,100922,18150511,  167,    0
   274,100922,18150512,  150,    0
   274,100922,18150513,  158,    0
   274,100922,18150514,  156,    0
   274,100922,18150515,  175,    0
   274,100922,18150516,  183,    0
   274,100922,18150517,  208,    0
   274,100922,18150518,  217,    0
   274,100922,18150519,  206,    0
   274,100922,18150520,  150,    0
   274,100922,18150521,  150,    0
   274,100922,18150522,  161,    0
   274,100922,18150523,  183,    0
   274,100922,18150524,  211,    0
   274,100922,18150525,  228,    0
   274,100922,18150526,  219,    0
   274,100922,18150527,  256,    0
   274,100922,18150528,  178,    0
   274,100922,18150529,  189,    0
   274,100922,18150530,  206,    0
   274,100922,18150531,  194,    0
   274,100922,18150601,  222,    0
   274,100922,18150602,  206,    0
   274,100922,18150603,  189,    0
   274,100922,18150604,  197,    0
   274,100922,18150605,  183,    0
   274,100922,18150606,  203,    0
   274,100922,18150607,  217,    0
   274,100922,18150608,  233,    0
   274,100922,18150609,  222,    0
   274,100922,18150610,  222,    0
   274,100922,18150611,  178,    0
   274,100922,18150612,  178,    0
   274,100922,18150613,  189,    0
   274,100922,18150614,  183,    0
   274,100922,18150615,  222,    0
   274,100922,18150616,  228,    0
   274,100922,18150617,  211,    0
   274,100922,18150618,  222,    0
   274,100922,18150619,  228,    0
   274,100922,18150620,  200,    0
   274,100922,18150621,  206,    0
   274,100922,18150622,  217,    0
   274,100922,18150623,  222,    0
   274,100922,18150624,  183,    0
   274,100922,18150625,  222,    0
   274,100922,18150626,  211,    0
   274,100922,18150627,  239,    0
   274,100922,18150628,  225,    0
   274,100922,18150629,  217,    0
   274,100922,18150630,  211,    0
   274,100922,18150701,  172,    0
   274,100922,18150702,  172,    0
   274,100922,18150703,  197,    0
   274,100922,18150704,  217,    0
   274,100922,18150705,  206,    0
   274,100922,18150706,  183,    0
   274,100922,18150707,  192,    0
   274,100922,18150708,  200,    0
   274,100922,18150709,  233,    0
   274,100922,18150710,  244,    0
   274,100922,18150711,  256,    0
   274,100922,18150712,  236,    0
   274,100922,18150713,  256,    0
   274,100922,18150714,  250,    0
   274,100922,18150715,  233,    0
   274,100922,18150716,  233,    0
   274,100922,18150717,  208,    0
   274,100922,18150718,  194,    0
   274,100922,18150719,  194,    0
   274,100922,18150720,  189,    0
   274,100922,18150721,  206,    0
   274,100922,18150722,  217,    0
   274,100922,18150723,  214,    0
   274,100922,18150724,  200,    0
   274,100922,18150725,  172,    0
   274,100922,18150726,  200,    0
   274,100922,18150727,  244,    0
   274,100922,18150728,  242,    0
   274,100922,18150729,  206,    0
   274,100922,18150730,  181,    0
   274,100922,18150731,  200,    0
   274,100922,18150801,  211,    0
   274,100922,18150802,  244,    0
   274,100922,18150803,  253,    0
   274,100922,18150804,  217,    0
   274,100922,18150805,  186,    0
   274,100922,18150806,  208,    0
   274,100922,18150807,  217,    0
   274,100922,18150808,  233,    0
   274,100922,18150809,  239,    0
   274,100922,18150810,  194,    0
   274,100922,18150811,  194,    0
   274,100922,18150812,  222,    0
   274,100922,18150813,  228,    0
   274,100922,18150814,  222,    0
   274,100922,18150815,  228,    0
   274,100922,18150816,  225,    0
   274,100922,18150817,  194,    0
   274,100922,18150818,  189,    0
   274,100922,18150819,  206,    0
   274,100922,18150820,  206,    0
   274,100922,18150821,  231,    0
   274,100922,18150822,  222,    0
   274,100922,18150823,  228,    0
   274,100922,18150824,  228,    0
   274,100922,18150825,  222,    0
   274,100922,18150826,  231,    0
   274,100922,18150827,  206,    0
   274,100922,18150828,  200,    0
   274,100922,18150829,  200,    0
   274,100922,18150830,  217,    0
   274,100922,18150831,  228,    0
   274,100922,18150901,  228,    0
   274,100922,18150902,  217,    0
   274,100922,18150903,  222,    0
   274,100922,18150904,  167,    0
   274,100922,18150905,  153,    0
   274,100922,18150906,  167,    0
   274,100922,18150907,  189,    0
   274,100922,18150908,  206,    0
   274,100922,18150909,  222,    0
   274,100922,18150910,  217,    0
   274,100922,18150911,  261,    0
   274,100922,18150912,  261,    0
   274,100922,18150913,  272,    0
   274,100922,18150914,  272,    0
   274,100922,18150915,  239,    0
   274,100922,18150916,  156,    0
   274,100922,18150917,  233,    0
   274,100922,18150918,  233,    0
   274,100922,18150919,  167,    0
   274,100922,18150920,  167,    0
   274,100922,18150921,  217,    0
   274,100922,18150922,  155,    0
   274,100922,18150923,  167,    0
   274,100922,18150924,  167,    0
   274,100922,18150925,  183,    0
   274,100922,18150926,  161,    0
   274,100922,18150927,  161,    0
   274,100922,18150928,  189,    0
   274,100922,18150929,  144,    0
   274,100922,18150930,  146,    0
   274,100922,18151001,  118,    0
   274,100922,18151002,   96,    0
   274,100922,18151003,  118,    0
   274,100922,18151004,  129,    0
   274,100922,18151005,  168,    0
   274,100922,18151006,  112,    0
   274,100922,18151007,  107,    0
   274,100922,18151008,   79,    0
   274,100922,18151009,  112,    0
   274,100922,18151010,  107,    0
   274,100922,18151011,  112,    0
   274,100922,18151012,  124,    0
   274,100922,18151013,  157,    0
   274,100922,18151014,  140,    0
   274,100922,18151015,  157,    0
   274,100922,18151016,  140,    0
   274,100922,18151017,  107,    0
   274,100922,18151018,  163,    0
   274,100922,18151019,  180,    0
   274,100922,18151020,  146,    0
   274,100922,18151021,   84,    0
   274,100922,18151022,  112,    0
   274,100922,18151023,  140,    0
   274,100922,18151024,  124,    0
   274,100922,18151025,   96,    0
   274,100922,18151026,   68,    0
   274,100922,18151027,  107,    0
   274,100922,18151028,  112,    0
   274,100922,18151029,  129,    0
   274,100922,18151030,  101,    0
   274,100922,18151031,   45,    0
   274,100922,18151101,   90,    0
   274,100922,18151102,   56,    0
   274,100922,18151103,   40,    0
   274,100922,18151104,   84,    0
   274,100922,18151105,   96,    0
   274,100922,18151106,  101,    0
   274,100922,18151107,   45,    0
   274,100922,18151108,  124,    0
   274,100922,18151109,  135,    0
   274,100922,18151110,  118,    0
   274,100922,18151111,  129,    0
   274,100922,18151112,  129,    0
   274,100922,18151113,   56,    0
   274,100922,18151114,   34,    0
   274,100922,18151115,   12,    0
   274,100922,18151116,  -16,    0
   274,100922,18151117,    6,    0
   274,100922,18151118,   12,    0
   274,100922,18151119,  -11,    0
   274,100922,18151120,   40,    0
   274,100922,18151121,   17,    0
   274,100922,18151122,   17,    0
   274,100922,18151123,    6,    0
   274,100922,18151124,   51,    0
   274,100922,18151125,   23,    0
   274,100922,18151126,   40,    0
   274,100922,18151127,   23,    0
   274,100922,18151128,   -5,    0
   274,100922,18151129,    6,    0
   274,100922,18151130,  106,    0
   274,100922,18151201,  111,    0
   274,100922,18151202,  106,    0
   274,100922,18151203,   89,    0
   274,100922,18151204,   72,    0
   274,100922,18151205,   95,    0
   274,100922,18151206,   67,    0
   274,100922,18151207,   -1,    0
   274,100922,18151208,  -34,    0
   274,100922,18151209,   27,    0
   274,100922,18151210,   11,    0
   274,100922,18151211,   50,    0
   274,100922,18151212,   22,    0
   274,100922,18151213,   33,    0
   274,100922,18151214,   50,    0
   274,100922,18151215,   95,    0
   274,100922,18151216,   33,    0
   274,100922,18151217,   11,    0
   274,100922,18151218,  -12,    0
   274,100922,18151219,   27,    0
   274,100922,18151220,   89,    0
   274,100922,18151221,   27,    0
   274,100922,18151222,   39,    0
   274,100922,18151223,   72,    0
   274,100922,18151224,   39,    0
   274,100922,18151225,   -6,    0
   274,100922,18151226,   83,    0
   274,100922,18151227,   22,    0
   274,100922,18151228,  100,    0
   274,100922,18151229,  128,    0
   274,100922,18151230,   16,    0
   274,100922,18151231,   38,    0
   274,100922,18160101,   26,    0
   274,100922,18160102,   15,    0
   274,100922,18160103,   26,    0
   274,100922,18160104,   54,    0
   274,100922,18160105,   71,    0
   274,100922,18160106,   71,    0
   274,100922,18160107,   38,    0
   274,100922,18160108,  105,    0
   274,100922,18160109,   94,    0
   274,100922,18160110,   77,    0
   274,100922,18160111,   82,    0
   274,100922,18160112,   71,    0
   274,100922,18160113,   49,    0
   274,100922,18160114,   43,    0
   274,100922,18160115,   43,    0
   274,100922,18160116,   60,    0
   274,100922,18160117,   38,    0
   274,100922,18160118,   49,    0
   274,100922,18160119,   60,    0
   274,100922,18160120,   43,    0
   274,100922,18160121,   60,    0
   274,100922,18160122,   49,    0
   274,100922,18160123,   66,    0
   274,100922,18160124,   49,    0
   274,100922,18160125,   49,    0
   274,100922,18160126,   54,    0
   274,100922,18160127,   38,    0
   274,100922,18160128,   10,    0
   274,100922,18160129,  -18,    0
   274,100922,18160130,  -24,    0
   274,100922,18160131,   -8,    0
   274,100922,18160201,  -30,    0
   274,100922,18160202,   70,    0
   274,100922,18160203,   59,    0
   274,100922,18160204,   48,    0
   274,100922,18160205,   59,    0
   274,100922,18160206,   20,    0
   274,100922,18160207,  -36,    0
   274,100922,18160208,  -53,    0
   274,100922,18160209,   11,    0
   274,100922,18160210,   28,    0
   274,100922,18160211,    0,    0
   274,100922,18160212,   22,    0
   274,100922,18160213,   22,    0
   274,100922,18160214,   61,    0
   274,100922,18160215,   89,    0
   274,100922,18160216,   22,    0
   274,100922,18160217,   17,    0
   274,100922,18160218,   78,    0
   274,100922,18160219,   83,    0
   274,100922,18160220,   83,    0
   274,100922,18160221,   94,    0
   274,100922,18160222,  106,    0
   274,100922,18160223,  111,    0
   274,100922,18160224,  111,    0
   274,100922,18160225,   61,    0
   274,100922,18160226,  111,    0
   274,100922,18160227,   33,    0
   274,100922,18160228,   17,    0
   274,100922,18160229,   44,    0
   274,100922,18160301,   61,    0
   274,100922,18160302,   56,    0
   274,100922,18160303,   67,    0
   274,100922,18160304,   67,    0
   274,100922,18160305,   67,    0
   274,100922,18160306,   89,    0
   274,100922,18160307,   44,    0
   274,100922,18160308,   28,    0
   274,100922,18160309,   78,    0
   274,100922,18160310,  100,    0
   274,100922,18160311,  122,    0
   274,100922,18160312,  111,    0
   274,100922,18160313,  106,    0
   274,100922,18160314,   94,    0
   274,100922,18160315,   78,    0
   274,100922,18160316,   67,    0
   274,100922,18160317,   94,    0
   274,100922,18160318,   50,    0
   274,100922,18160319,   67,    0
   274,100922,18160320,   89,    0
   274,100922,18160321,   94,    0
   274,100922,18160322,   94,    0
   274,100922,18160323,   50,    0
   274,100922,18160324,   39,    0
   274,100922,18160325,   50,    0
   274,100922,18160326,   50,    0
   274,100922,18160327,   50,    0
   274,100922,18160328,   44,    0
   274,100922,18160329,   50,    0
   274,100922,18160330,   72,    0
   274,100922,18160331,   94,    0
   274,100922,18160401,   94,    0
   274,100922,18160402,   67,    0
   274,100922,18160403,  106,    0
   274,100922,18160404,  133,    0
   274,100922,18160405,  117,    0
   274,100922,18160406,   89,    0
   274,100922,18160407,   72,    0
   274,100922,18160408,   67,    0
   274,100922,18160409,  100,    0
   274,100922,18160410,   78,    0
   274,100922,18160411,   72,    0
   274,100922,18160412,   33,    0
   274,100922,18160413,   28,    0
   274,100922,18160414,   78,    0
   274,100922,18160415,   89,    0
   274,100922,18160416,  117,    0
   274,100922,18160417,  111,    0
   274,100922,18160418,  122,    0
   274,100922,18160419,  128,    0
   274,100922,18160420,  144,    0
   274,100922,18160421,  122,    0
   274,100922,18160422,  133,    0
   274,100922,18160423,  172,    0
   274,100922,18160424,  183,    0
   274,100922,18160425,  172,    0
   274,100922,18160426,  178,    0
   274,100922,18160427,  200,    0
   274,100922,18160428,  156,    0
   274,100922,18160429,  144,    0
   274,100922,18160430,  139,    0
   274,100922,18160501,  139,    0
   274,100922,18160502,  144,    0
   274,100922,18160503,  133,    0
   274,100922,18160504,  144,    0
   274,100922,18160505,  133,    0
   274,100922,18160506,  128,    0
   274,100922,18160507,  139,    0
   274,100922,18160508,  117,    0
   274,100922,18160509,  122,    0
   274,100922,18160510,   83,    0
   274,100922,18160511,   72,    0
   274,100922,18160512,  144,    0
   274,100922,18160513,  150,    0
   274,100922,18160514,  167,    0
   274,100922,18160515,  194,    0
   274,100922,18160516,  211,    0
   274,100922,18160517,  100,    0
   274,100922,18160518,  122,    0
   274,100922,18160519,  161,    0
   274,100922,18160520,  167,    0
   274,100922,18160521,  150,    0
   274,100922,18160522,  172,    0
   274,100922,18160523,  122,    0
   274,100922,18160524,  161,    0
   274,100922,18160525,  161,    0
   274,100922,18160526,  133,    0
   274,100922,18160527,  206,    0
   274,100922,18160528,  211,    0
   274,100922,18160529,  211,    0
   274,100922,18160530,  194,    0
   274,100922,18160531,  228,    0
   274,100922,18160601,  222,    0
   274,100922,18160602,  194,    0
   274,100922,18160603,  194,    0
   274,100922,18160604,  161,    0
   274,100922,18160605,  111,    0
   274,100922,18160606,  161,    0
   274,100922,18160607,  144,    0
   274,100922,18160608,  128,    0
   274,100922,18160609,  167,    0
   274,100922,18160610,  189,    0
   274,100922,18160611,  194,    0
   274,100922,18160612,  200,    0
   274,100922,18160613,  117,    0
   274,100922,18160614,  122,    0
   274,100922,18160615,  172,    0
   274,100922,18160616,  211,    0
   274,100922,18160617,  200,    0
   274,100922,18160618,  211,    0
   274,100922,18160619,  222,    0
   274,100922,18160620,  222,    0
   274,100922,18160621,  233,    0
   274,100922,18160622,  183,    0
   274,100922,18160623,  156,    0
   274,100922,18160624,  222,    0
   274,100922,18160625,  156,    0
   274,100922,18160626,  167,    0
   274,100922,18160627,  228,    0
   274,100922,18160628,  256,    0
   274,100922,18160629,  217,    0
   274,100922,18160630,  217,    0
   274,100922,18160701,  211,    0
   274,100922,18160702,  200,    0
   274,100922,18160703,  183,    0
   274,100922,18160704,  178,    0
   274,100922,18160705,  172,    0
   274,100922,18160706,  194,    0
   274,100922,18160707,  200,    0
   274,100922,18160708,  183,    0
   274,100922,18160709,  206,    0
   274,100922,18160710,  211,    0
   274,100922,18160711,  194,    0
   274,100922,18160712,  183,    0
   274,100922,18160713,  178,    0
   274,100922,18160714,  200,    0
   274,100922,18160715,  178,    0
   274,100922,18160716,  189,    0
   274,100922,18160717,  161,    0
   274,100922,18160718,  200,    0
   274,100922,18160719,  233,    0
   274,100922,18160720,  200,    0
   274,100922,18160721,  189,    0
   274,100922,18160722,  206,    0
   274,100922,18160723,  211,    0
   274,100922,18160724,  194,    0
   274,100922,18160725,  211,    0
   274,100922,18160726,  189,    0
   274,100922,18160727,  161,    0
   274,100922,18160728,  172,    0
   274,100922,18160729,  189,    0
   274,100922,18160730,  183,    0
   274,100922,18160731,  189,    0
   274,100922,18160801,  194,    0
   274,100922,18160802,  200,    0
   274,100922,18160803,  211,    0
   274,100922,18160804,  194,    0
   274,100922,18160805,  200,    0
   274,100922,18160806,  206,    0
   274,100922,18160807,  200,    0
   274,100922,18160808,  200,    0
   274,100922,18160809,  194,    0
   274,100922,18160810,  194,    0
   274,100922,18160811,  206,    0
   274,100922,18160812,  211,    0
   274,100922,18160813,  172,    0
   274,100922,18160814,  172,    0
   274,100922,18160815,  183,    0
   274,100922,18160816,  167,    0
   274,100922,18160817,  211,    0
   274,100922,18160818,  161,    0
   274,100922,18160819,  189,    0
   274,100922,18160820,  189,    0
   274,100922,18160821,  189,    0
   274,100922,18160822,  194,    0
   274,100922,18160823,  194,    0
   274,100922,18160824,  200,    0
   274,100922,18160825,  200,    0
   274,100922,18160826,  178,    0
   274,100922,18160827,  200,    0
   274,100922,18160828,  183,    0
   274,100922,18160829,  156,    0
   274,100922,18160830,  122,    0
   274,100922,18160831,  117,    0
   274,100922,18160901,  133,    0
   274,100922,18160902,  150,    0
   274,100922,18160903,  133,    0
   274,100922,18160904,  156,    0
   274,100922,18160905,  172,    0
   274,100922,18160906,  194,    0
   274,100922,18160907,  167,    0
   274,100922,18160908,  167,    0
   274,100922,18160909,  172,    0
   274,100922,18160910,  178,    0
   274,100922,18160911,  178,    0
   274,100922,18160912,  183,    0
   274,100922,18160913,  206,    0
   274,100922,18160914,  228,    0
   274,100922,18160915,  200,    0
   274,100922,18160916,  222,    0
   274,100922,18160917,  139,    0
   274,100922,18160918,  150,    0
   274,100922,18160919,  150,    0
   274,100922,18160920,  161,    0
   274,100922,18160921,  189,    0
   274,100922,18160922,  156,    0
   274,100922,18160923,  161,    0
   274,100922,18160924,  178,    0
   274,100922,18160925,  189,    0
   274,100922,18160926,  189,    0
   274,100922,18160927,  172,    0
   274,100922,18160928,  156,    0
   274,100922,18160929,  150,    0
   274,100922,18160930,  172,    0
   274,100922,18161001,  161,    0
   274,100922,18161002,  150,    0
   274,100922,18161003,  178,    0
   274,100922,18161004,  194,    0
   274,100922,18161005,  206,    0
   274,100922,18161006,  150,    0
   274,100922,18161007,  178,    0
   274,100922,18161008,  156,    0
   274,100922,18161009,  183,    0
   274,100922,18161010,  189,    0
   274,100922,18161011,  117,    0
   274,100922,18161012,  161,    0
   274,100922,18161013,  156,    0
   274,100922,18161014,  150,    0
   274,100922,18161015,  122,    0
   274,100922,18161016,  122,    0
   274,100922,18161017,  117,    0
   274,100922,18161018,  133,    0
   274,100922,18161019,  106,    0
   274,100922,18161020,  106,    0
   274,100922,18161021,  117,    0
   274,100922,18161022,  100,    0
   274,100922,18161023,  117,    0
   274,100922,18161024,   89,    0
   274,100922,18161025,  122,    0
   274,100922,18161026,  144,    0
   274,100922,18161027,  150,    0
   274,100922,18161028,  133,    0
   274,100922,18161029,  117,    0
   274,100922,18161030,  100,    0
   274,100922,18161031,  100,    0
   274,100922,18161101,   67,    0
   274,100922,18161102,   94,    0
   274,100922,18161103,   94,    0
   274,100922,18161104,  100,    0
   274,100922,18161105,  100,    0
   274,100922,18161106,    6,    0
   274,100922,18161107,   61,    0
   274,100922,18161108,   89,    0
   274,100922,18161109,   22,    0
   274,100922,18161110,   67,    0
   274,100922,18161111,  106,    0
   274,100922,18161112,  128,    0
   274,100922,18161113,   67,    0
   274,100922,18161114,   11,    0
   274,100922,18161115,   28,    0
   274,100922,18161116,   56,    0
   274,100922,18161117,   89,    0
   274,100922,18161118,   72,    0
   274,100922,18161119,  106,    0
   274,100922,18161120,   61,    0
   274,100922,18161121,   33,    0
   274,100922,18161122,    0,    0
   274,100922,18161123,    6,    0
   274,100922,18161124,   44,    0
   274,100922,18161125,   61,    0
   274,100922,18161126,   89,    0
   274,100922,18161127,   78,    0
   274,100922,18161128,   67,    0
   274,100922,18161129,   33,    0
   274,100922,18161130,   17,    0
   274,100922,18161201,   33,    0
   274,100922,18161202,   50,    0
   274,100922,18161203,   39,    0
   274,100922,18161204,   67,    0
   274,100922,18161205,   50,    0
   274,100922,18161206,   44,    0
   274,100922,18161207,   39,    0
   274,100922,18161208,   61,    0
   274,100922,18161209,   83,    0
   274,100922,18161210,   33,    0
   274,100922,18161211,   83,    0
   274,100922,18161212,   78,    0
   274,100922,18161213,   78,    0
   274,100922,18161214,   44,    0
   274,100922,18161215,   56,    0
   274,100922,18161216,   94,    0
   274,100922,18161217,   67,    0
   274,100922,18161218,   17,    0
   274,100922,18161219,    6,    0
   274,100922,18161220,  -28,    0
   274,100922,18161221,    6,    0
   274,100922,18161222,   78,    0
   274,100922,18161223,   83,    0
   274,100922,18161224,  100,    0
   274,100922,18161225,  100,    0
   274,100922,18161226,   50,    0
   274,100922,18161227,  100,    0
   274,100922,18161228,   56,    0
   274,100922,18161229,   72,    0
   274,100922,18161230,   89,    0
   274,100922,18161231,   83,    0
   274,100922,18170101,   56,    0
   274,100922,18170102,   78,    0
   274,100922,18170103,  122,    0
   274,100922,18170104,   56,    0
   274,100922,18170105,   72,    0
   274,100922,18170106,   67,    0
   274,100922,18170107,   44,    0
   274,100922,18170108,   17,    0
   274,100922,18170109,    0,    0
   274,100922,18170110,    6,    0
   274,100922,18170111,   39,    0
   274,100922,18170112,   39,    0
   274,100922,18170113,   39,    0
   274,100922,18170114,    0,    0
   274,100922,18170115,   39,    0
   274,100922,18170116,   72,    0
   274,100922,18170117,   72,    0
   274,100922,18170118,   94,    0
   274,100922,18170119,  100,    0
   274,100922,18170120,   89,    0
   274,100922,18170121,  106,    0
   274,100922,18170122,  117,    0
   274,100922,18170123,  100,    0
   274,100922,18170124,  111,    0
   274,100922,18170125,   78,    0
   274,100922,18170126,   83,    0
   274,100922,18170127,   56,    0
   274,100922,18170128,  100,    0
   274,100922,18170129,  111,    0
   274,100922,18170130,   94,    0
   274,100922,18170131,   94,    0
   274,100922,18170201,   61,    0
   274,100922,18170202,   50,    0
   274,100922,18170203,   78,    0
   274,100922,18170204,   89,    0
   274,100922,18170205,  106,    0
   274,100922,18170206,  100,    0
   274,100922,18170207,   94,    0
   274,100922,18170208,   94,    0
   274,100922,18170209,  100,    0
   274,100922,18170210,   44,    0
   274,100922,18170211,   83,    0
   274,100922,18170212,  117,    0
   274,100922,18170213,   89,    0
   274,100922,18170214,  100,    0
   274,100922,18170215,   78,    0
   274,100922,18170216,  106,    0
   274,100922,18170217,  122,    0
   274,100922,18170218,  100,    0
   274,100922,18170219,  100,    0
   274,100922,18170220,   67,    0
   274,100922,18170221,   78,    0
   274,100922,18170222,  100,    0
   274,100922,18170223,   83,    0
